Nr,Gebiet,Partei,Prozent,indikator,wert
101,Leverkusen – Köln IV,AfD,9.75095498708246,Ausländeranteil.Prozent,17.4
102,Wuppertal I,AfD,11.062271555409,Ausländeranteil.Prozent,18
103,Solingen – Remscheid – Wuppertal II,AfD,9.98411994977472,Ausländeranteil.Prozent,14.1
104,Mettmann I,AfD,9.45748123016995,Ausländeranteil.Prozent,10.3
105,Mettmann II,AfD,9.58350409424395,Ausländeranteil.Prozent,11.8
106,Düsseldorf I,AfD,6.99726601128497,Ausländeranteil.Prozent,18.8
107,Düsseldorf II,AfD,9.09741416805803,Ausländeranteil.Prozent,18.6
108,Neuss I,AfD,9.38005832225882,Ausländeranteil.Prozent,12.8
109,Mönchengladbach,AfD,9.45687731205479,Ausländeranteil.Prozent,13.1
110,Krefeld I – Neuss II,AfD,7.85061519402772,Ausländeranteil.Prozent,10.9
111,Viersen,AfD,7.46500325551112,Ausländeranteil.Prozent,8.8
112,Kleve,AfD,6.93157891597526,Ausländeranteil.Prozent,13.3
113,Wesel I,AfD,9.00405418146391,Ausländeranteil.Prozent,7.3
114,Krefeld II – Wesel II,AfD,9.19252031537927,Ausländeranteil.Prozent,12.1
115,Duisburg I,AfD,11.3266065322978,Ausländeranteil.Prozent,16.3
116,Duisburg II,AfD,15.4277245603015,Ausländeranteil.Prozent,19.3
117,Oberhausen – Wesel III,AfD,12.4680891086448,Ausländeranteil.Prozent,12
118,Mülheim – Essen I,AfD,11.43583227446,Ausländeranteil.Prozent,12.1
119,Essen II,AfD,14.9603992125624,Ausländeranteil.Prozent,18.5
120,Essen III,AfD,8.35580575950239,Ausländeranteil.Prozent,10.6
121,Recklinghausen I,AfD,12.0243481657498,Ausländeranteil.Prozent,9.5
122,Recklinghausen II,AfD,12.4617424649679,Ausländeranteil.Prozent,10
123,Gelsenkirchen,AfD,17.0353869869395,Ausländeranteil.Prozent,17
124,Steinfurt I – Borken I,AfD,6.32805886566387,Ausländeranteil.Prozent,9.9
125,Bottrop – Recklinghausen III,AfD,12.4355601615646,Ausländeranteil.Prozent,9.4
126,Borken II,AfD,5.98587737897398,Ausländeranteil.Prozent,6.9
127,Coesfeld – Steinfurt II,AfD,6.10039402923774,Ausländeranteil.Prozent,5.6
128,Steinfurt III,AfD,6.83083752237643,Ausländeranteil.Prozent,7.6
129,Münster,AfD,4.93998590378809,Ausländeranteil.Prozent,9.5
130,Warendorf,AfD,7.41585923189362,Ausländeranteil.Prozent,8.9
131,Gütersloh I,AfD,8.616759316921,Ausländeranteil.Prozent,11.7
132,Bielefeld – Gütersloh II,AfD,8.92618213138465,Ausländeranteil.Prozent,12.9
133,Herford – Minden-Lübbecke II,AfD,10.8345157485736,Ausländeranteil.Prozent,8.4
134,Minden-Lübbecke I,AfD,10.5734024641206,Ausländeranteil.Prozent,6.7
135,Lippe I,AfD,11.0924672840039,Ausländeranteil.Prozent,7.8
136,Höxter – Lippe II,AfD,9.60898660358503,Ausländeranteil.Prozent,6.8
137,Paderborn – Gütersloh III,AfD,9.94260262403374,Ausländeranteil.Prozent,8.3
138,Hagen – Ennepe-Ruhr-Kreis I,AfD,11.8439358806331,Ausländeranteil.Prozent,14.2
139,Ennepe-Ruhr-Kreis II,AfD,9.66838679411247,Ausländeranteil.Prozent,8.6
140,Bochum I,AfD,9.75316886485931,Ausländeranteil.Prozent,11.3
141,Herne – Bochum II,AfD,13.427835458841,Ausländeranteil.Prozent,12.5
142,Dortmund I,AfD,9.80938918043157,Ausländeranteil.Prozent,12.7
143,Dortmund II,AfD,10.8906302662622,Ausländeranteil.Prozent,18.5
144,Unna I,AfD,9.82076600637781,Ausländeranteil.Prozent,8.5
145,Hamm – Unna II,AfD,11.2355114523609,Ausländeranteil.Prozent,11.8
146,Soest,AfD,9.33982759019159,Ausländeranteil.Prozent,8.9
147,Hochsauerlandkreis,AfD,7.99403196042247,Ausländeranteil.Prozent,8
148,Siegen-Wittgenstein,AfD,10.6607688675729,Ausländeranteil.Prozent,9.8
149,Olpe – Märkischer Kreis I,AfD,9.15274179049231,Ausländeranteil.Prozent,10.9
150,Märkischer Kreis II,AfD,11.5680930884076,Ausländeranteil.Prozent,11.4
151,Nordsachsen,AfD,26.855760321219,Ausländeranteil.Prozent,2.8
152,Leipzig I,AfD,20.813820441799,Ausländeranteil.Prozent,7.4
153,Leipzig II,AfD,15.9777442778398,Ausländeranteil.Prozent,7.5
154,Leipzig-Land,AfD,26.8670949608512,Ausländeranteil.Prozent,2
155,Meißen,AfD,32.8772387837184,Ausländeranteil.Prozent,2.7
156,Bautzen I,AfD,32.7639722223971,Ausländeranteil.Prozent,2
157,Görlitz,AfD,32.8879144899911,Ausländeranteil.Prozent,3.5
158,Sächsische Schweiz-Osterzgebirge,AfD,35.463914854474,Ausländeranteil.Prozent,2.7
159,Dresden I,AfD,23.0830406256213,Ausländeranteil.Prozent,6.8
160,Dresden II – Bautzen II,AfD,23.2904459424423,Ausländeranteil.Prozent,4
161,Mittelsachsen,AfD,31.2458441636946,Ausländeranteil.Prozent,3.2
162,Chemnitz,AfD,24.3035753454705,Ausländeranteil.Prozent,6.9
163,Chemnitzer Umland – Erzgebirgskreis II,AfD,26.7854018429954,Ausländeranteil.Prozent,1.2
164,Erzgebirgskreis I,AfD,29.243361266635,Ausländeranteil.Prozent,2.2
165,Zwickau,AfD,26.1764448954085,Ausländeranteil.Prozent,3
166,Vogtlandkreis,AfD,26.4274200992679,Ausländeranteil.Prozent,2.5
167,Waldeck,AfD,11.6606267320401,Ausländeranteil.Prozent,6.5
168,Kassel,AfD,10.4513437528341,Ausländeranteil.Prozent,12
169,Werra-Meißner – Hersfeld-Rotenburg,AfD,13.102858930438,Ausländeranteil.Prozent,6.6
170,Schwalm-Eder,AfD,12.9349756036182,Ausländeranteil.Prozent,5.7
171,Marburg,AfD,11.4551369473804,Ausländeranteil.Prozent,10
172,Lahn-Dill,AfD,13.6980922150594,Ausländeranteil.Prozent,8.9
173,Gießen,AfD,12.3893105148164,Ausländeranteil.Prozent,9.9
174,Fulda,AfD,15.8448173691576,Ausländeranteil.Prozent,7
175,Main-Kinzig – Wetterau II – Schotten,AfD,15.380600197027,Ausländeranteil.Prozent,8.6
176,Hochtaunus,AfD,11.1555988908021,Ausländeranteil.Prozent,12.5
177,Wetterau I,AfD,11.5835883981927,Ausländeranteil.Prozent,11.2
178,Rheingau-Taunus – Limburg,AfD,11.8656807733319,Ausländeranteil.Prozent,10.6
179,Wiesbaden,AfD,11.2106260761362,Ausländeranteil.Prozent,17.5
180,Hanau,AfD,14.0757255139057,Ausländeranteil.Prozent,16.1
181,Main-Taunus,AfD,10.3204079063326,Ausländeranteil.Prozent,14.7
182,Frankfurt am Main I,AfD,9.31778621311578,Ausländeranteil.Prozent,31.4
183,Frankfurt am Main II,AfD,8.04391743522178,Ausländeranteil.Prozent,24.6
184,Groß-Gerau,AfD,12.1535295014484,Ausländeranteil.Prozent,19.8
185,Offenbach,AfD,11.8114239303628,Ausländeranteil.Prozent,24.6
186,Darmstadt,AfD,9.80675162177482,Ausländeranteil.Prozent,15.2
187,Odenwald,AfD,12.2145154032727,Ausländeranteil.Prozent,12.4
188,Bergstraße,AfD,12.9354880581516,Ausländeranteil.Prozent,11.5
189,Eichsfeld – Nordhausen – Kyffhäuserkreis,AfD,21.0698458913993,Ausländeranteil.Prozent,2.8
190,Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis,AfD,22.2656638488314,Ausländeranteil.Prozent,3.3
191,Jena – Sömmerda – Weimarer Land I,AfD,19.8394375749987,Ausländeranteil.Prozent,4.5
192,Gotha – Ilm-Kreis,AfD,24.056733115797,Ausländeranteil.Prozent,4.6
193,Erfurt – Weimar – Weimarer Land II,AfD,18.1557739646466,Ausländeranteil.Prozent,6
194,Gera – Greiz – Altenburger Land,AfD,27.107583976513,Ausländeranteil.Prozent,3.1
195,Saalfeld-Rudolstadt – Saale-Holzland-Kreis – Saale-Orla-Kreis,AfD,25.7718777251408,Ausländeranteil.Prozent,3.4
196,Suhl – Schmalkalden-Meiningen – Hildburghausen – Sonneberg,AfD,23.0210645984989,Ausländeranteil.Prozent,3.1
197,Neuwied,AfD,10.7621089780101,Ausländeranteil.Prozent,7.4
198,Ahrweiler,AfD,9.62476998159853,Ausländeranteil.Prozent,6.6
199,Koblenz,AfD,9.15440242745051,Ausländeranteil.Prozent,9
200,Mosel/Rhein-Hunsrück,AfD,8.99157086976358,Ausländeranteil.Prozent,6.4
201,Kreuznach,AfD,11.7186934687912,Ausländeranteil.Prozent,7.6
202,Bitburg,AfD,8.04318272690923,Ausländeranteil.Prozent,8.5
203,Trier,AfD,7.95697920350144,Ausländeranteil.Prozent,12.2
204,Montabaur,AfD,11.0176249853177,Ausländeranteil.Prozent,7.7
205,Mainz,AfD,8.2313233339473,Ausländeranteil.Prozent,14
206,Worms,AfD,13.1084377590762,Ausländeranteil.Prozent,9.7
207,Ludwigshafen/Frankenthal,AfD,15.4508805697841,Ausländeranteil.Prozent,17
208,Neustadt – Speyer,AfD,12.6645444377527,Ausländeranteil.Prozent,9
209,Kaiserslautern,AfD,13.6708786191865,Ausländeranteil.Prozent,8.1
210,Pirmasens,AfD,14.0512681405127,Ausländeranteil.Prozent,6.2
211,Südpfalz,AfD,13.6090750641135,Ausländeranteil.Prozent,8.7
212,Altötting,AfD,14.5382776449658,Ausländeranteil.Prozent,9.4
213,Erding – Ebersberg,AfD,11.9102381186657,Ausländeranteil.Prozent,10.7
214,Freising,AfD,13.5632481118761,Ausländeranteil.Prozent,12.3
215,Fürstenfeldbruck,AfD,11.5559254537984,Ausländeranteil.Prozent,12.8
216,Ingolstadt,AfD,15.1339969372129,Ausländeranteil.Prozent,11.2
217,München-Nord,AfD,8.60871675178518,Ausländeranteil.Prozent,28.2
218,München-Ost,AfD,8.56772750971529,Ausländeranteil.Prozent,24.6
219,München-Süd,AfD,8.59044589739059,Ausländeranteil.Prozent,24.6
220,München-West/Mitte,AfD,7.72553804615904,Ausländeranteil.Prozent,23.6
221,München-Land,AfD,9.39947647711879,Ausländeranteil.Prozent,15.6
222,Rosenheim,AfD,13.8566560262272,Ausländeranteil.Prozent,11.1
223,Bad Tölz-Wolfratshausen – Miesbach,AfD,11.6881737560406,Ausländeranteil.Prozent,11.2
224,Starnberg – Landsberg am Lech,AfD,9.90020367754271,Ausländeranteil.Prozent,11.1
225,Traunstein,AfD,12.0218339516695,Ausländeranteil.Prozent,10.7
226,Weilheim,AfD,12.0867026055705,Ausländeranteil.Prozent,9.6
227,Deggendorf,AfD,19.1697191697192,Ausländeranteil.Prozent,5.4
228,Landshut,AfD,14.6373908416539,Ausländeranteil.Prozent,10.4
229,Passau,AfD,16.0586960351073,Ausländeranteil.Prozent,7.2
230,Rottal-Inn,AfD,16.5022995206633,Ausländeranteil.Prozent,8.6
231,Straubing,AfD,18.3921314748805,Ausländeranteil.Prozent,6.8
232,Amberg,AfD,12.8059547094879,Ausländeranteil.Prozent,6.4
233,Regensburg,AfD,12.9655018895797,Ausländeranteil.Prozent,9.6
234,Schwandorf,AfD,17.36523604618,Ausländeranteil.Prozent,5.3
235,Weiden,AfD,13.4584309450359,Ausländeranteil.Prozent,4.7
236,Bamberg,AfD,12.7366394770735,Ausländeranteil.Prozent,7
237,Bayreuth,AfD,10.7206651807591,Ausländeranteil.Prozent,5.4
238,Coburg,AfD,11.6304765958143,Ausländeranteil.Prozent,5.1
239,Hof,AfD,13.2012624114603,Ausländeranteil.Prozent,6.9
240,Kulmbach,AfD,13.441763559379,Ausländeranteil.Prozent,3.7
241,Ansbach,AfD,11.7849919477717,Ausländeranteil.Prozent,7.6
242,Erlangen,AfD,9.46800569993893,Ausländeranteil.Prozent,11
243,Fürth,AfD,11.6710498978935,Ausländeranteil.Prozent,9.8
244,Nürnberg-Nord,AfD,9.98114298298739,Ausländeranteil.Prozent,21.3
245,Nürnberg-Süd,AfD,14.261173632213,Ausländeranteil.Prozent,17.9
246,Roth,AfD,11.5727871250914,Ausländeranteil.Prozent,6.9
247,Aschaffenburg,AfD,11.6015009276179,Ausländeranteil.Prozent,10.1
248,Bad Kissingen,AfD,11.5671883368746,Ausländeranteil.Prozent,4.1
249,Main-Spessart,AfD,10.8079687610205,Ausländeranteil.Prozent,7.8
250,Schweinfurt,AfD,12.2008519426875,Ausländeranteil.Prozent,7.5
251,Würzburg,AfD,8.66895361238469,Ausländeranteil.Prozent,7
252,Augsburg-Stadt,AfD,13.819159920293,Ausländeranteil.Prozent,18.4
253,Augsburg-Land,AfD,13.6687592879022,Ausländeranteil.Prozent,7.9
254,Donau-Ries,AfD,14.7031179763802,Ausländeranteil.Prozent,7.8
255,Neu-Ulm,AfD,15.1171153229108,Ausländeranteil.Prozent,11.7
256,Oberallgäu,AfD,10.5668383321642,Ausländeranteil.Prozent,10.4
257,Ostallgäu,AfD,13.3483032620071,Ausländeranteil.Prozent,9.6
258,Stuttgart I,AfD,7.16053858752047,Ausländeranteil.Prozent,21.4
259,Stuttgart II,AfD,10.8081826955872,Ausländeranteil.Prozent,26.2
260,Böblingen,AfD,11.7262540021345,Ausländeranteil.Prozent,16.7
261,Esslingen,AfD,10.9331745795505,Ausländeranteil.Prozent,17
262,Nürtingen,AfD,12.3306664105781,Ausländeranteil.Prozent,14.5
263,Göppingen,AfD,14.6802218658506,Ausländeranteil.Prozent,14.4
264,Waiblingen,AfD,12.928792709676,Ausländeranteil.Prozent,14.8
265,Ludwigsburg,AfD,11.3687961605886,Ausländeranteil.Prozent,17.4
266,Neckar-Zaber,AfD,13.0952122462273,Ausländeranteil.Prozent,13.7
267,Heilbronn,AfD,16.4162329088508,Ausländeranteil.Prozent,16.2
268,Schwäbisch Hall – Hohenlohe,AfD,14.6353985329785,Ausländeranteil.Prozent,9
269,Backnang – Schwäbisch Gmünd,AfD,14.3654289599716,Ausländeranteil.Prozent,11.6
270,Aalen – Heidenheim,AfD,12.2549194459307,Ausländeranteil.Prozent,11
271,Karlsruhe-Stadt,AfD,10.4001493559027,Ausländeranteil.Prozent,18
272,Karlsruhe-Land,AfD,12.4910295665487,Ausländeranteil.Prozent,11
273,Rastatt,AfD,12.6904370792669,Ausländeranteil.Prozent,12.7
274,Heidelberg,AfD,9.47467272481893,Ausländeranteil.Prozent,15.1
275,Mannheim,AfD,12.827824917146,Ausländeranteil.Prozent,22.6
276,Odenwald – Tauber,AfD,13.8251020382845,Ausländeranteil.Prozent,7.9
277,Rhein-Neckar,AfD,13.5413703023563,Ausländeranteil.Prozent,11.1
278,Bruchsal – Schwetzingen,AfD,14.9278950056977,Ausländeranteil.Prozent,11.8
279,Pforzheim,AfD,16.3212341634954,Ausländeranteil.Prozent,16
280,Calw,AfD,14.9828496042216,Ausländeranteil.Prozent,11.7
281,Freiburg,AfD,7.85492262614334,Ausländeranteil.Prozent,14.3
282,Lörrach – Müllheim,AfD,10.5053759156701,Ausländeranteil.Prozent,12.7
283,Emmendingen – Lahr,AfD,11.4988314317815,Ausländeranteil.Prozent,9
284,Offenburg,AfD,11.5852507566635,Ausländeranteil.Prozent,9.6
285,Rottweil – Tuttlingen,AfD,13.9468703348262,Ausländeranteil.Prozent,11.4
286,Schwarzwald-Baar,AfD,12.4048300276417,Ausländeranteil.Prozent,13
287,Konstanz,AfD,10.2939773746161,Ausländeranteil.Prozent,13.3
288,Waldshut,AfD,9.84177964596531,Ausländeranteil.Prozent,12.3
289,Reutlingen,AfD,12.9265823433675,Ausländeranteil.Prozent,13.9
290,Tübingen,AfD,10.0279659358488,Ausländeranteil.Prozent,12.2
291,Ulm,AfD,11.6183846862524,Ausländeranteil.Prozent,13.8
292,Biberach,AfD,12.46238639155,Ausländeranteil.Prozent,8.6
293,Bodensee,AfD,10.4190268806921,Ausländeranteil.Prozent,11.5
294,Ravensburg,AfD,10.290430638533,Ausländeranteil.Prozent,9.6
295,Zollernalb – Sigmaringen,AfD,13.6597301889258,Ausländeranteil.Prozent,11.3
296,Saarbrücken,AfD,9.65612558532913,Ausländeranteil.Prozent,12.9
297,Saarlouis,AfD,9.83686682747239,Ausländeranteil.Prozent,9.3
298,St. Wendel,AfD,9.10388580491673,Ausländeranteil.Prozent,5.1
299,Homburg,AfD,11.6664228033138,Ausländeranteil.Prozent,8.5
